name,car_type,year,image,price
아우디 SQ8 e-트론,준대형 SUV,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221109_178%2Fauto_166798302771852bKy_PNG%2F20221109173658_QmPJxAeZ.png,가격정보 없음
알파 로메오 4C,스포츠카 컨버터블,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191202_255%2Fauto_1575246767038xbDbV_PNG%2F20191202093203_BZJTGdsa.png,"71,900달러"
알파 로메오 147,준중형 해치백,2003,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_122%2Fauto_1497939787343xXiNv_PNG%2F13177_2003__147.png,가격정보 없음
알파 로메오 156,준중형 세단,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_269%2Fauto_14979394173830wTFi_PNG%2F11828_2007__156.png,가격정보 없음
알파 로메오 159,중형 왜건,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_246%2Fauto_1497939436202anee8_PNG%2F11824_2007__159.png,가격정보 없음
알파 로메오 166,준대형 세단,1998,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_32%2Fauto_1497938973247FGXO4_PNG%2F51215_1998__166.png,가격정보 없음
알파 로메오 미토,소형 해치백,2014,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_252%2Fauto_1496048900144rUTcO_PNG%2F58935_2014____.png,가격정보 없음
알파 로메오 브레라,준중형 해치백,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_198%2Fauto_1497939293912paIzO_PNG%2F11821_2007__.png,가격정보 없음
알파 로메오 줄리아,중형 세단,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221028_248%2Fauto_1666928830733m3yKR_PNG%2F20221028124657_YvbuByY7.png,가격정보 없음
알파 로메오 줄리에타,준중형 해치백,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191202_182%2Fauto_1575282175731eqiq5_PNG%2F20191202192240_BS3HEUtx.png,"29,900달러"
애스턴마틴 DB11,스포츠카 컨버터블,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240213_218%2Fauto_1707800113768XLeaD_PNG%2F20240213135501_4PkjvGfc.png,"28,000만원"
애스턴마틴 DBX,대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240422_76%2Fauto_1713750729994UVIE5_PNG%2F20240422105157_V1SMuCKA.png,가격정보 없음
애스턴마틴 라피드,대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190423_170%2Fauto_15560015948412fzFp_PNG%2F20190423153931_GX59uoay.png,가격정보 없음
애스턴마틴 뱅퀴시 S,스포츠카 컨버터블,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250326_64%2Fauto_1742963675481nSBnX_PNG%2F20250326133422_5NF3VpHZ.png,가격정보 없음
애스턴마틴 뱅퀴시,스포츠카 컨버터블,2025,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250326_64%2Fauto_1742963675481nSBnX_PNG%2F20250326133422_5NF3VpHZ.png,가격정보 없음
애스턴마틴 DBS,스포츠카 컨버터블,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230414_203%2Fauto_1681437591880HERiq_PNG%2F20230414105941_4bmEZocs.png,가격정보 없음
애스턴마틴 DB9,스포츠카 쿠페,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_138%2Fauto_14955445852274MdOY_PNG%2F61277_2016__DB9_GT.png,"199,950달러"
애스턴마틴 DB7,스포츠카 쿠페,1994,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191213_35%2Fauto_15762268264387z6OI_PNG%2F20191213174705_YYqMNIRp.png,가격정보 없음
애스턴마틴 비라지,스포츠카 컨버터블,2012,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20171030_131%2Fauto_1509341910678Jjooo_PNG%2F20171030143814_WAZ3N5fL.png,가격정보 없음
어큐라 TL,중형 세단,2013,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_16%2Fauto_1496048683504uWwhC_PNG%2F40375_2013__TL.png,가격정보 없음
어큐라 ILX,준중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211112_253%2Fauto_1636688975047StRLR_PNG%2F20211112124921_su6ss8qp.png,가격정보 없음
어큐라 MDX,준대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240411_67%2Fauto_1712815634681YUfzB_PNG%2F20240411150703_scKO03Ar.png,가격정보 없음
어큐라 NSX,스포츠카 쿠페,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210817_141%2Fauto_1629186734463o1PVM_PNG%2F20210817165200_DnUpu30r.png,가격정보 없음
어큐라 RDX,중형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240808_12%2Fauto_1723079738628gIixf_PNG%2F20240808101527_wviPUNad.png,가격정보 없음
어큐라 RL,준대형 세단,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_140%2Fauto_1497939325804Sh27j_PNG%2F11810_2007__RL.png,가격정보 없음
어큐라 RSX,스포츠카 쿠페,2006,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_8%2Fauto_1497939413656FR7El_PNG%2F12441_2006__RSX.png,가격정보 없음
어큐라 TLX,중형 세단,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231103_40%2Fauto_1698989802717NTQmm_PNG%2F20231103143630_PWxkd8ut.png,가격정보 없음
어큐라 TSX,중형 세단,2013,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_243%2Fauto_1496048623229CB3ow_PNG%2F40383_2013__TSX_.png,가격정보 없음
오펠 아스트라,준중형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230130_291%2Fauto_1675041460277XIH9o_PNG%2F20230130101728_haOPKqjk.png,가격정보 없음
오펠 코르사,소형 해치백,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230525_222%2Fauto_1684980446249fTddh_PNG%2F20230525110716_4KcVHfpg.png,가격정보 없음
이스즈 비크로스,소형 SUV,1997,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200124_125%2Fauto_1579869244329qut2Q_PNG%2F20200124213310_Y8WI26az.png,가격정보 없음
이스즈 트루퍼,준중형 SUV,1991,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200124_260%2Fauto_1579868896153kI8cz_PNG%2F20200124212747_nFfzmocM.png,가격정보 없음
인피니티 Q50,중형 세단,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230126_226%2Fauto_1674704678893ostNX_PNG%2F20230126124427_uwuouTi3.png,가격정보 없음
인피니티 QX60,준대형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241120_69%2Fauto_1732068502506y4kQU_PNG%2F20241120110808_dbfY1XiF.png,가격정보 없음
인피니티 G25,중형 세단,2014,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_247%2Fauto_1496049024350laCDM_PNG%2F51259_2014__G25.png,"3,740만원"
인피니티 G37,중형 세단,2010,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_143%2Fauto_1496110846136pVK0q_PNG%2F10204_2010__G37_.png,"4,890~5,160만원"
인피니티 G35,중형 세단,2008,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_103%2Fauto_1497939370987PsQws_PNG%2F11135_2008__G35.png,"4,750~4,980만원"
인피니티 Q30,준중형 해치백,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181212_3%2Fauto_154458243586048s9S_PNG%2F20181212114016_6ga6JlxJ.png,"3,270~4,310만원"
인피니티 QX50,중형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220929_24%2Fauto_1664437978105rvU9g_PNG%2F20220929165245_QCRLE3sa.png,"40,300~42,300달러"
인피니티 Q70,준대형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180720_236%2Fauto_1532051421561006d2_PNG%2F20180720105002_AGPcttHH.png,"5,730~6,890만원"
인피니티 QX70,준대형 SUV,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20170508_288%2Fauto_1494220598671LEbI9_PNG%2F20170508141625_kXDaUp0I.png,"7,880만원"
인피니티 Q60,중형 쿠페,2020,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190812_220%2Fauto_1565588188389APR1j_PNG%2F20190812143608_0uCIHwAm.png,"49,700달러"
인피니티 QX30,준중형 SUV,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181120_93%2Fauto_1542692026304W6Tus_PNG%2F20181120143334_dwaqfViv.png,"4,360~4,810만원"
인피니티 QX80,대형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240321_4%2Fauto_1710993187991zVzss_PNG%2F20240321125258_1fo20FhU.png,가격정보 없음
인피니티 QX56,대형 SUV,2004,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220318_70%2Fauto_1647576159983nNfaT_PNG%2F20220318130226_gQcCNSs8.png,가격정보 없음
재규어 XF,준대형 왜건,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210305_267%2Fauto_1614920350977dV0fT_PNG%2F20210305135909_Yj4IMrk2.png,가격정보 없음
재규어 New XF,준대형 세단,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201012_155%2Fauto_1602482452093vHY4b_PNG%2F20201012150042_U8NDYbTS.png,가격정보 없음
재규어 F-PACE,중형 SUV,2022,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220414_69%2Fauto_1649909130545rSYWH_PNG%2F20220414130518_3NXZnoq7.png,가격정보 없음
재규어 All New XJ,대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201112_229%2Fauto_1605165337007CSkHr_PNG%2F20201112161535_TvMdo7E8.png,"12,810~16,540만원"
재규어 New XJ,대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201112_229%2Fauto_1605165337007CSkHr_PNG%2F20201112161535_TvMdo7E8.png,"12,810~16,540만원"
재규어 XE,중형 세단,2022,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220427_121%2Fauto_1651029015560GbbPA_PNG%2F20220427121002_WKVaBu02.png,가격정보 없음
재규어 E-PACE,준중형 SUV,2020,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201029_297%2Fauto_1603951492631KYVV6_PNG%2F20201029150440_wGbyMsg8.png,가격정보 없음
재규어 X-TYPE,중형 세단,2009,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_284%2Fauto_14961102987064BboD_PNG%2F10590_2009__X-.png,"4,990~6,290만원"
재규어 S-TYPE,준대형 세단,2006,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_72%2Fauto_1497939403605Wmieh_PNG%2F12424_2006__S-.png,"6,950~8,580만원"
재규어 XKR-S,스포츠카 쿠페,2013,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_243%2Fauto_1496049166640Ck72u_PNG%2F18722_2013__XKR-S_.png,"20,830만원"
재규어 XKR,스포츠카 쿠페,2014,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_110%2Fauto_1496049223543tSSSW_PNG%2F54429_2014__XKR_.png,"17,310만원"
재규어 I-PACE,중형 SUV,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230116_11%2Fauto_16738589290433laaN_PNG%2F20230116174833_9wjcMJVi.png,가격정보 없음
재규어 XK8,스포츠카 쿠페,2006,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_39%2Fauto_1497939374973PEgTY_PNG%2F12409_2006__XK8_.png,"14,100만원"
재규어 XJS,스포츠카 컨버터블,1991,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_73%2Fauto_1497938979510jnPti_PNG%2F42915_1991__XJS_.png,가격정보 없음
재규어 XK,스포츠카 컨버터블,2014,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_29%2Fauto_1496049230422zJ2CA_PNG%2F54425_2014__XKR_.png,"18,260만원"
지프 랭글러,중형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250107_270%2Fauto_1736222839208w2psa_PNG%2F20250107130711_1uGn6Vcr.png,"7,270~8,740만원"
지프 체로키,중형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230331_47%2Fauto_1680240940708CGC2w_PNG%2F20230331143512_ISJgGMt6.png,가격정보 없음
지프 그랜드 체로키,준대형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250403_133%2Fauto_1743669352009Vq3WQ_PNG%2F20250403173543_5j97lefR.png,"10,230만원"
지프 레니게이드,소형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241203_281%2Fauto_17331873732003S1bl_PNG%2F20241203095603_yGPNDexi.png,"4,550~4,800만원"
지프 글래디에이터,대형 트럭,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230508_39%2Fauto_1683520084049txEqD_PNG%2F20230508132753_sVd3Kmed.png,"7,990만원"
지프 컴패스,준중형 SUV,2022,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220523_56%2Fauto_16532786341081FwkY_PNG%2F20220523130346_moncM5vs.png,"5,140~5,640만원"
지프 어벤저,소형 SUV,2024,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240724_283%2Fauto_1721782463063xJDVb_PNG%2F20240724095411_DYAWRVPZ.png,"5,290~5,640만원"
지프 패트리어트,준중형 SUV,2015,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_278%2Fauto_1495798242240andqJ_PNG%2F57935_2015__.png,가격정보 없음
캐딜락 에스컬레이드,대형 SUV,2025,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240718_14%2Fauto_17212762559859S6rG_PNG%2F20240718131725_fAym5d4T.png,"16,607~18,807만원"
캐딜락 CT6,대형 세단,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230530_45%2Fauto_1685410552089Uqesc_PNG%2F20230530103540_W5OSWnEW.png,가격정보 없음
캐딜락 XT5,중형 SUV,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_279%2Fauto_1698123406585eb64e_PNG%2F20231024135636_3wIBldSS.png,"6,910~7,710만원"
캐딜락 ATS,중형 세단,2019,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_49%2Fauto_1603336805967vJrrk_PNG%2F20201022122004_kHwy88S5.png,"4,406~5,788만원"
캐딜락 CT5,준대형 세단,2023,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_107%2Fauto_1698123270754WzcVM_PNG%2F20231024135422_3alzAOso.png,"14,000만원"
캐딜락 XT4,준중형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240507_124%2Fauto_1715044554731WMy1L_PNG%2F20240507101553_CosXTFQd.png,"6,120만원"
캐딜락 XT6,준대형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240416_200%2Fauto_1713257300478zaqKJ_PNG%2F20240416174754_gVTlaTIF.png,"8,640만원"
캐딜락 올 뉴 SRX,중형 SUV,2015,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_247%2Fauto_1603354344595RNRyG_PNG%2F20201022171222_NEHF7Hil.png,"6,100~7,100만원"
캐딜락 SRX,중형 SUV,2015,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_247%2Fauto_1603354344595RNRyG_PNG%2F20201022171222_NEHF7Hil.png,"6,100~7,100만원"
캐딜락 CT5-V,준대형 세단,2023,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_107%2Fauto_1698123270754WzcVM_PNG%2F20231024135422_3alzAOso.png,"14,000만원"
캐딜락 CT4,중형 세단,2021,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220120_145%2Fauto_1642661773571bUUvF_PNG%2F20220120155558_odevT2Ni.png,"4,935만원"
캐딜락 스빌,준대형 세단,1992,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201023_278%2Fauto_1603418604518Fj5jN_PNG%2F20201023110322_mqxzedYF.png,가격정보 없음
캐딜락 ATS-V,중형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180720_1%2Fauto_1532056867961jR2vx_PNG%2F20180720122056_cBaoZ0x1.png,"8,020~9,024만원"
캐딜락 DTS,대형 세단,2010,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201021_54%2Fauto_1603270107850OfDk2_PNG%2F20201021174826_3BmwQVdp.png,"9,700만원"
캐딜락 뉴 STS,준대형 세단,2010,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_72%2Fauto_1603338329147QN269_PNG%2F20201022124526_vMPSjzjJ.png,"6,580만원"
캐딜락 STS,준대형 세단,2010,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_72%2Fauto_1603338329147QN269_PNG%2F20201022124526_vMPSjzjJ.png,"6,580만원"
캐딜락 리릭,준대형 SUV,2024,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240523_139%2Fauto_1716449833721nfGOi_PNG%2F20240523163704_TvWyTj2V.png,"10,696만원"
캐딜락 BLS,중형 세단,2008,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_21%2Fauto_1603355856406h5v3y_PNG%2F20201022173734_QJfv9Rbu.png,"4,040~4,180만원"
캐딜락 CT6-V,대형 세단,2019,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190116_100%2Fauto_1547629311575X0rg3_PNG%2F20190116180138_mUZIi03A.png,"94,895달러"
캐딜락 XLR,스포츠카 컨버터블,2006,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_275%2Fauto_1603355356868JdQaQ_PNG%2F20201022172915_iXBuplX9.png,가격정보 없음
캐딜락 XTS,대형 세단,2018,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201021_54%2Fauto_16032695083124jaMs_PNG%2F20201021173826_jKamJIKn.png,"46,395~72,495달러"
캐딜락 플리트우드,대형 세단,1993,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_153%2Fauto_1497938995951vGk2J_PNG%2F44171_1993__%25282%2529.png,가격정보 없음
코닉세그 아제라,스포츠카 쿠페,2016,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_255%2Fauto_1495545662907nPGly_PNG%2F57371_2016___RS.png,"1,500,000달러"
크라이슬러 더 뉴 300C,준대형 세단,2017,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 올 뉴 300C,준대형 세단,2017,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 300C,준대형 세단,2017,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180618_205%2Fauto_1529300682173rujKj_PNG%2F20180618144426_hoqgtmTn.png,"4,770~5,770만원"
크라이슬러 그랜드 보이저,대형 RV,2016,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180620_126%2Fauto_15294709565310MTYI_PNG%2F20180620140222_uppSIQEE.png,"6,070만원"
크라이슬러 크로스파이어,스포츠카 컨버터블,2007,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_37%2Fauto_1497939268207q8XGw_PNG%2F11732_2007___.png,"5,890만원"
크라이슬러 PT 크루저,준중형 해치백,2009,https://search.pstatic.net/common?type=b&size=600&quality=75&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191216_106%2Fauto_1576460141708adl9W_PNG%2F20191216103540_KZJsBxV8.png,가격정보 없음
크라이슬러 세브링,중형 세단,2008,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_110%2Fauto_14979393319347wTqN_PNG%2F11051_2008___.png,"3,420~3,920만원"
크라이슬러 퍼시피카,대형 RV,2021,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211027_143%2Fauto_1635305537893zSaF4_PNG%2F20211027123155_GYV67OqH.png,"44,920달러"
크라이슬러 프라울러,스포츠카 컨버터블,2001,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190912_84%2Fauto_1568258054415cPYLb_PNG%2F20190912121359_BtsWb2gu.png,"44,225달러"
크라이슬러 300M,준대형 세단,1999,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20141027_54%2Fauto_1414396873979K9uGi_PNG%2F20141027170112_59QMfAUh.png,가격정보 없음
크라이슬러 LHS,대형 세단,1999,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_96%2Fauto_1497939061786FOe3p_PNG%2F49725_1999__LHS%25282%2529.png,가격정보 없음
크라이슬러 네온,준중형 세단,2000,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_135%2Fauto_14979399187475qIrG_PNG%2F49615_2000__%25282%2529.png,가격정보 없음
크라이슬러 뉴요커,대형 세단,1988,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_136%2Fauto_1497938718803wOmwH_PNG%2F49391_1988__%252813%2529.png,가격정보 없음
크라이슬러 레바론,스포츠카 컨버터블,1987,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_81%2Fauto_14979387630250KMzO_PNG%2F49595_1987___%25283%2529.png,가격정보 없음
크라이슬러 시러스,중형 세단,1995,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_75%2Fauto_1497938959468WKQGW_PNG%2F49697_1995__.png,가격정보 없음
크라이슬러 타운 앤 컨트리,대형 RV,2015,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_172%2Fauto_1495798182563TOHtR_PNG%2F58449_2015____.png,가격정보 없음
