car_title,trim,drive,price,habitability,quality,design,fuel,reply
볼보 XC40,B4 AWD,9,10,10,10,10,8,"혼자 탈 차라 60보단 40이 더 작고 예뻐서 선택 했습니다방지턱넘을때 (감속->가속 넘어갈때) 약간 꿀렁거림은 있습니다만, 그것 제외 생각보다 주행감이 좋습니다. 인테리어때문에 GV70에 넘어갈뻔도 했지만 아웃테리어가 넘사벽 디자인원탑이라 너무너무 만족합니다. 사실... 그어떤 단점이 있어도 디자인원탑이라... 다 용서돼요ㅋㅋㅋㅋ 4륜이라 이번 눈 많이 왔을때 덕 톡톡히 봤네요 안전성은 말할것도 없고, 음질도 괜찮고, 힘도 좋고, 예쁘고, 예쁘고, 예쁘고.. 너무 만족합니다 다음차도 볼보로 바꿀 의향 1000%입니다."
볼보 XC40,B4 AWD,10,10,10,10,10,10,좋아요 편안해요 굿굿긋ㅎㅎㅎ 안전함의 대명사 볼보xc40입니다 편안하고
볼보 XC40,B4 AWD,10,8,10,10,10,8,디자인때문에 선택했지만 탈수록 더 마음에 들어요고급유라서 처음 많이 부담이 되었지만 직접 타보니 살살타는 안전주의 성향을 가진 저로썬 생각한것보다는 연비 괜찮아요^^ 일단 차가 안전성이 확보된 느낌이라 운전하면서도 안심이 되요!
볼보 XC40,B4 AWD,5,7,10,10,10,5,차를 생활용품이라고 생각하는 솔로 또는 커플이 살 수 있는 가장 적합한 고급차. 이 차 이상은 사치 또는 취미. 이 차 이하는 취향 또는 가성비.
볼보 XC40,B4 AWD,8,10,8,3,10,6,뽑기가 중요합니다전 진짜 최악인지 사이드브레이크 잠겨 화며안나와 거북이등까지...
볼보 XC40,B4 AWD,10,7,10,8,10,6,스마트해서 좋아요!!!!!! 너무 마음에들어요 !!!!!!!!!!!!!!!!
볼보 XC40,B4 AWD,8,10,10,9,10,8,"XC60이랑 고민 하다가 40으로 결정했어요. 4인가족 차량으로도 충분하다는 생각이 들었고 무엇보다 실내디자인이 너무 달라요. 여성 디자이너가 디자인 했다더니 정말 마음에 들어요. 60이상은 나이가 좀 더 들면 타고싶을 것 같아요. 주행성, 연비 등 무난합니다. 어제 고속도로 달리니 13까지 나오더라구요. 두 번째 차로 아주 만족합니다"
볼보 XC40,B4 AWD,9,7,9,9,10,5,"체감 연비를 제외하고는 전반적으로 만족합니다. 이전에 탔던 차가 하이브리드라서 가솔린으로 이동하니 체감 연비가 충격적입니다. 마일드 하이브리드라고 하지만 감속 시 약간의 버프만 있을 뿐, 그냥 가솔린 차입니다. 고급유를 계속 넣을 지 말지 고민 중입니다."
볼보 XC40,B4 AWD,10,10,10,10,10,7,안정성 디자인 가격 모두 맘에듭니다고급유를 넣어야하는게 유일한 단점이네요
볼보 XC40,B4 AWD,10,10,10,9,10,9,개인적으로 볼보의 안전성을 매우 높게 평가합니다. 디자인도 타브랜드보다 훨씬 마음에 들어요.
볼보 XC40,B4 AWD,6,8,8,7,8,6,차 자체는 잘 만들어짐. 옵션도 가격대비 가성비 좋은 편. 타사와 비교했을때 주행성능 떨어지는 것은 당연한 것. 디자인 자체는 나쁘지 않으나 가장 저렴한 라인이다보니 재질을 좋은 것을 쓰진 않음. 볼보 엔진 특성상 고급유 강요되며 연비가 좋지않기에 유지비는 드는 편. 편안한 주행을 원한다면 나쁘지않은 선택지.
볼보 XC40,B4 AWD,8,10,10,10,10,4,디자인 예쁘고 이 가격에 볼보를 탈 수 있다는 장점아닌 장점..?차가 무게가 있다보니 연비는 안 좋은 편 하이브리드 suv도 많아서 연비체감이 더 낮게 느껴지는듯 다른 건 다 만족
볼보 XC40,B4 AWD,8,8,10,8,9,10,고급유 주유소가 근처에 없어 약간 서운함. 실내공간 아주 편안함. 스피커 훌륭한 편. 연비도 12 손쉽게 나옴 (신호등 별로 없는 지역 거주) 어쩌구 저쩌구 해도 결국 디자인에서 살살 녹음
볼보 XC40,B4 AWD,7,10,10,10,10,1,"사악한 연비 (고급유) 를 제외하면 거주성, 품질은 만족스럽습니다. 밟는것 만큼 나가는 느낌은 좀 약한거 같긴하지만 편의기능은 그래도 쓸만한것들은 다 있습니다.그래도 귀여우니까 봐줍니다 ㅋㅋ"
볼보 XC40,B4 AWD,10,10,10,10,10,10,디자인 거주성 품질 승차감 성능 옵션 다 좋아요! 연비만 조금 아쉽네요..
볼보 XC40,B4 AWD,9,6,10,8,9,6,개인적으로는 매우 만족합니다~디자인 및 편의성은 좋고 연비는 보통입니다~
볼보 XC40,B4 AWD,10,9,9,10,10,8,안전한 차의 대명사 임을 직접 체험하며아주 만족스럽게 잘 타고 있습니다. 과하지않은 인테리어와 내게 필요한 기능 잘 갖춰져있고 티맵으로 자동 연결되니 네비게이션 사용도 편리합니다.
볼보 XC40,B4 AWD,9,9,10,9,9,7,고급유에 따른 유류비 부담 외에 만족합니다
볼보 XC40,B4 AWD,10,5,7,10,10,7,안전은 볼보! 그치만 너무 안전해서 더 조심하게타게되는 ㅠㅠ 볼보가 짱입니다
볼보 V60 크로스컨트리,B5 AWD,10,8,7,10,10,5,"자동차 승차감, 거동성 너무 좋고 디자인까지 좋습니다.다만 고굽휘발유와 낮은 연비가 아쉽고 내부 소음은 국내 차량 대비 엔진소리가 크고 휠베이스에서 들려오는 휠타이어 소음이 있습니다."
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,0,7,전 차에 비해 만족도가 좋습니다.승차감.편의사항이 좋아요 연비는 아쉬운점이 많네요
볼보 V60 크로스컨트리,B5 AWD,10,10,10,8,10,6,"안전에 진심인 볼보, 안전을위해선 불편도 감수해야 합니다. 센서스 덕에 사고를 피한적도 많고 사고를 예방한적도 많지만 그맛에 탑니다"
볼보 V60 크로스컨트리,B5 AWD,10,8,10,4,10,1,연비가 정말 쥐약입니다. 소프트웨어 오류가 너무 심합니다. 진짜 스트레스 받을 정도로...소리 안나오고 오류가 너무너무 많아요.......나머지는 만족인데 차후 수리시 수비기가 볼보는 너무 비싸네요
볼보 V60 크로스컨트리,B5 AWD,9,10,10,10,10,7,"24년식 isg + start/stop 이슈, 어플 제한적 설치되는 점 등 제외하면 전반적으로 대만족"
볼보 V60 크로스컨트리,B5 AWD,10,10,10,9,10,8,"일단 개인취향 차이가 있겠지만 개인적으로는 만족하고 타고 있습니다.디자인 : 이 차를 선택하게 된 가장 큰 이유. 볼수록 더 만족 성능 : 가속력/오디오/기타 편의 장치 다 좋습니다 실용성 : 세단+suv 의 장점이 골고루 있어서 실용성 높음 단점 : 뽑기를 잘못했는지 오류가 종종 발생, 연비는 중간. 디자인 호불호."
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,8,가성비가 정말 좋은 차량입니다 ~활용도가 suv보다 좋아요 디자인 시내주행시 가속 성능도 좋아요~
볼보 V60 크로스컨트리,B5 AWD,9,9,9,9,10,7,성능 및 품질은 만족합니다. 실용적인 차로써 만족하나 연비는 개선이 필요해 보입니다.
볼보 V60 크로스컨트리,B5 AWD,10,8,10,10,7,7,사고이력은 없지만 2023 볼보 V60 크로스컨트리(2세대) 2.0 B5 AWD의 안전성을 믿고 타는 중이라 만족도는 높음.
볼보 V60 크로스컨트리,B5 AWD,10,9,10,10,10,8,세단만 10년 넘게 몰다가 suv로 가자니 suv는 또 너무 '운전' 느낌이 강할 것 같아서 세단과 suv의 장점을 모은 볼보 크로스컨트리를 선택하게 되었습니다. 세단 못지않은 정숙성과 차박도 가능한 멀티한 능력...그리고 너무나 환상적인 오디오 여러모로 만족스럽습니다. 안전+정숙성+오디오 힐링+차박 욕심까지 가능 ... 저는 나름 만족합니다. 연비는 기존에 타던 세단과 비슷하게 나오는 것 같습니다. 추천합니다. 근데 우리나라에 들어오는 모델이 6290만원짜리 모델밖에 없다고 했던 것 같습니다. 잘알아보십시오. 세금포함해서 6740정도 낸 것 같습니다. 참고하세요~
볼보 V60 크로스컨트리,B5 AWD,10,10,10,8,8,7,유투브 시승기에서 말한것처럼 전반적으로 좋은 차 인건 맞네요.연비도 나쁘진 않구요.
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,10,볼보 V60 크로스컨트리는 왜건의 강자왜건 중에 비교 대상이 없습니다!!
볼보 V60 크로스컨트리,B5 AWD,10,9,10,10,10,8,내외부 디자인 너무 좋고 내부공간도 편안합니다. 허리디스크있는데 운전석 시트 너무 좋고 편안하네요. 카시트 설치하기도 매우 쉽습니다. 언덕 오르내릴 일이 많은데 쭉쭉 잘올라가서 좋습니다.
볼보 V60 크로스컨트리,B5 AWD,10,9,9,10,10,9,1년 2만 km 탔습니다.왜건은 낯설었지만 보면 볼수록 디자인 부문에서 만족합니다. 적정한 주행성능과 각종 안전기능도 매우 좋습니다. 타면 탈수록 마음에 듭니다.
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,7,대만족 합니다.가족안전을 위해 구입했는데 가족들이 더 좋아합니다. 주행을 많이 안해서 저한테는 연비는 안좋아도 좋아요.
볼보 V60 크로스컨트리,B5 AWD,10,9,10,10,10,6,"활용도, 디자인, 품질, 사운드, 시트 최고다소 낮은 연비와 고급유사용에 따른 연료비가 아쉽"
볼보 V60 크로스컨트리,B5 AWD,10,9,9,10,10,9,만족만족 대만족하는 차. 흔하지 않아서 더 만족하는 차. 결코 후회 안하는 선택!
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,8,출시는 꽤 되었지만 질리지 않는 디자인이 가장 큰 매력임. 유니크하게 혼자 타고 싶어서 잘 안팔렸으면 좋겠습니다. 출력도 충분하고 실내는 오히려 티맵때문에 세로형 디스플레이가 극호임.시트랑 막귀임에도 사운드는 확실히 다르긴하네요 앞으로 10년은 쭉 탈생각입니다. 고급유세팅은 단점입니다. 그래도 앞차 옆차 급정거로 자동긴급제동 2번 사고날뻔한거 피했으니깐 기름값은 뽑았다고 생각할려구요
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,10,’다재다능하다‘란 단어가 가장 적합한 차량이 아닌가 싶습니다. 다음번에도 왜건을 구매할 의사가 있고 한단계 높은 클러스터(v90cc)를 지켜보고 있습니다. 구매를 고민하시는 분들에게 강추합니다
볼보 V60 크로스컨트리,B5 AWD,10,10,10,10,10,10,가족이 탈 차량으로 선택했는데 후회 없음.다음번엔 상위기종인 V90을 구매해보고 싶음.
볼보 V60,B5 AWD,10,8,7,10,10,5,"자동차 승차감, 거동성 너무 좋고 디자인까지 좋습니다.다만 고굽휘발유와 낮은 연비가 아쉽고 내부 소음은 국내 차량 대비 엔진소리가 크고 휠베이스에서 들려오는 휠타이어 소음이 있습니다."
볼보 V60,B5 AWD,10,10,10,10,0,7,전 차에 비해 만족도가 좋습니다.승차감.편의사항이 좋아요 연비는 아쉬운점이 많네요
볼보 V60,B5 AWD,10,10,10,8,10,6,"안전에 진심인 볼보, 안전을위해선 불편도 감수해야 합니다. 센서스 덕에 사고를 피한적도 많고 사고를 예방한적도 많지만 그맛에 탑니다"
볼보 V60,B5 AWD,10,8,10,4,10,1,연비가 정말 쥐약입니다. 소프트웨어 오류가 너무 심합니다. 진짜 스트레스 받을 정도로...소리 안나오고 오류가 너무너무 많아요.......나머지는 만족인데 차후 수리시 수비기가 볼보는 너무 비싸네요
볼보 V60,B5 AWD,9,10,10,10,10,7,"24년식 isg + start/stop 이슈, 어플 제한적 설치되는 점 등 제외하면 전반적으로 대만족"
볼보 V60,B5 AWD,10,10,10,9,10,8,"일단 개인취향 차이가 있겠지만 개인적으로는 만족하고 타고 있습니다.디자인 : 이 차를 선택하게 된 가장 큰 이유. 볼수록 더 만족 성능 : 가속력/오디오/기타 편의 장치 다 좋습니다 실용성 : 세단+suv 의 장점이 골고루 있어서 실용성 높음 단점 : 뽑기를 잘못했는지 오류가 종종 발생, 연비는 중간. 디자인 호불호."
볼보 V60,B5 AWD,10,10,10,10,10,8,가성비가 정말 좋은 차량입니다 ~활용도가 suv보다 좋아요 디자인 시내주행시 가속 성능도 좋아요~
볼보 V60,B5 AWD,9,9,9,9,10,7,성능 및 품질은 만족합니다. 실용적인 차로써 만족하나 연비는 개선이 필요해 보입니다.
볼보 V60,B5 AWD,10,8,10,10,7,7,사고이력은 없지만 2023 볼보 V60 크로스컨트리(2세대) 2.0 B5 AWD의 안전성을 믿고 타는 중이라 만족도는 높음.
볼보 V60,B5 AWD,10,9,10,10,10,8,세단만 10년 넘게 몰다가 suv로 가자니 suv는 또 너무 '운전' 느낌이 강할 것 같아서 세단과 suv의 장점을 모은 볼보 크로스컨트리를 선택하게 되었습니다. 세단 못지않은 정숙성과 차박도 가능한 멀티한 능력...그리고 너무나 환상적인 오디오 여러모로 만족스럽습니다. 안전+정숙성+오디오 힐링+차박 욕심까지 가능 ... 저는 나름 만족합니다. 연비는 기존에 타던 세단과 비슷하게 나오는 것 같습니다. 추천합니다. 근데 우리나라에 들어오는 모델이 6290만원짜리 모델밖에 없다고 했던 것 같습니다. 잘알아보십시오. 세금포함해서 6740정도 낸 것 같습니다. 참고하세요~
볼보 V60,B5 AWD,10,10,10,8,8,7,유투브 시승기에서 말한것처럼 전반적으로 좋은 차 인건 맞네요.연비도 나쁘진 않구요.
볼보 V60,B5 AWD,10,10,10,10,10,10,볼보 V60 크로스컨트리는 왜건의 강자왜건 중에 비교 대상이 없습니다!!
볼보 V60,B5 AWD,10,9,10,10,10,8,내외부 디자인 너무 좋고 내부공간도 편안합니다. 허리디스크있는데 운전석 시트 너무 좋고 편안하네요. 카시트 설치하기도 매우 쉽습니다. 언덕 오르내릴 일이 많은데 쭉쭉 잘올라가서 좋습니다.
볼보 V60,B5 AWD,10,9,9,10,10,9,1년 2만 km 탔습니다.왜건은 낯설었지만 보면 볼수록 디자인 부문에서 만족합니다. 적정한 주행성능과 각종 안전기능도 매우 좋습니다. 타면 탈수록 마음에 듭니다.
볼보 V60,B5 AWD,10,10,10,10,10,7,대만족 합니다.가족안전을 위해 구입했는데 가족들이 더 좋아합니다. 주행을 많이 안해서 저한테는 연비는 안좋아도 좋아요.
볼보 V60,B5 AWD,10,9,10,10,10,6,"활용도, 디자인, 품질, 사운드, 시트 최고다소 낮은 연비와 고급유사용에 따른 연료비가 아쉽"
볼보 V60,B5 AWD,10,9,9,10,10,9,만족만족 대만족하는 차. 흔하지 않아서 더 만족하는 차. 결코 후회 안하는 선택!
볼보 V60,B5 AWD,10,10,10,10,10,8,출시는 꽤 되었지만 질리지 않는 디자인이 가장 큰 매력임. 유니크하게 혼자 타고 싶어서 잘 안팔렸으면 좋겠습니다. 출력도 충분하고 실내는 오히려 티맵때문에 세로형 디스플레이가 극호임.시트랑 막귀임에도 사운드는 확실히 다르긴하네요 앞으로 10년은 쭉 탈생각입니다. 고급유세팅은 단점입니다. 그래도 앞차 옆차 급정거로 자동긴급제동 2번 사고날뻔한거 피했으니깐 기름값은 뽑았다고 생각할려구요
볼보 V60,B5 AWD,10,10,10,10,10,10,’다재다능하다‘란 단어가 가장 적합한 차량이 아닌가 싶습니다. 다음번에도 왜건을 구매할 의사가 있고 한단계 높은 클러스터(v90cc)를 지켜보고 있습니다. 구매를 고민하시는 분들에게 강추합니다
볼보 V60,B5 AWD,10,10,10,10,10,10,가족이 탈 차량으로 선택했는데 후회 없음.다음번엔 상위기종인 V90을 구매해보고 싶음.
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,연비 좋고 튼튼하고 잔고장 한번 없이 무사히 25만키로를 타고 있습니다.
볼보 V40 크로스컨트리,D3,10,9,10,10,10,10,"연애할때 구매해서 정말 금액을 떠나 주행성능과 안전.하드한 드라이브를 즐긴다면 추천할수 있는차 !순간 가속은 느리지만 지속적인 가속력, 급커브에 핸들링이 아주 우수합니다."
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,디자인 연비 하차감 모든걸 고려한 최고의 차정말 만족하고 잘 타고 있습니다
볼보 V40 크로스컨트리,D3,8,10,10,9,10,7,전체 적으로 좋습니다
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,"브랜드, 연비가 특히 좋으면서 어느 하나 빠지는 것 없는 최고의 차량이라 생각됩니다."
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,팔방미인입니다 좋아요 가격대비 최고의 성능 하차감입니다. 연비 성능 안정감 최고
볼보 V40 크로스컨트리,D3,10,10,9,10,9,10,이차는 모닝보다도 연비가 좋으면 어쩌라는거예요. 기름을 한달에 한번 넣는거 같아요. 그렇게 여기저기 쏘다니는데도…. 요즘 디젤이 올라서 그렇지 원래는 6-7만원이면 만땅넣고 한달 이상탔어요. 완전 강추 입니다. 물론 차가 크진 않고 트렁크가 작지만 뭐 작은차 좋아하는분에겐 좋은거 같아요. 고속도로에서 밟아도 아주~ 잘 나가고 완전 만족 6년차 타고 있네요
볼보 V40 크로스컨트리,D3,10,8,6,8,10,8,핸들 열선 없는거. 통풍시트 없는거빼곤 운전하기 나쁘지 않아요. 요수소 넣는게 트렁크에 있다는거 ㅋㅋ
볼보 V40 크로스컨트리,D3,10,10,10,9,10,10,여자가타기 참좋네요가족차 사려고 갔다가 대기 1년이상이라해서 다른차 샀어요 속상하지만 어쩔수 없죠
볼보 V40 크로스컨트리,D3,9,10,8,9,10,10,"연비며 디자인이며 편의성이며, 19년식의 경우 ACC까지 들어있는 안전 + 편의 + 연비 의 끝판왕이라고 생각합니다. 디자인도 너무 좋습니다 특히 뒷모습이 아주 매력적입니다"
볼보 V40 크로스컨트리,D3,9,9,5,7,8,10,연비 잘나오구 디자인 만족합니다 xc60사러 갔다가 너무 오래 기다려서 매장에서 보구 선택했는데 만족하면서 타고있습니다 갠적으로 볼보 디자인을 좋아합니다
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,맘에 들어요. 작은건 어쩔수 없지만요. 다음엔 더 큰차로 바꾸면 되지요.ㅎㅎ
볼보 V40 크로스컨트리,D3,9,10,8,10,0,0,단종되서 아쉽지만 가성비 좋은 차량인것 같습니다. 중장거리 운행이 많을 경우에 확실히 좋아보입니다.
볼보 V40 크로스컨트리,D3,0,10,10,10,10,10,"디젤이라 좀 시끄럽지만, 10만키로 마일리지를 넘겨도 성능이나 연비등 꾸준히 잘 유지됩니다"
볼보 V40 크로스컨트리,D3,10,9,10,10,10,10,흔하지 않아서 일단은 좋구요..안전하고..디자인 예쁘고..넘넘 만족합니다
볼보 V40 크로스컨트리,D3,10,10,10,10,10,10,저는 완전 만족하고 타고 있어요 근데 볼보에서 한국에 다시는 못 들어 온다고 해서 아쉽네요
볼보 V40 크로스컨트리,D3,10,10,8,10,10,10,운전하기 정말 쉬운 차입니다. 출력 연비 좋고 승차감 마저 좋습니다. 문만 닫아보셔도 아 정말 사고 나도 살겠구나 싶을 정도로 프레임이 견고하고 두껍습니다. 뒷자석은 좀 좁습니다. 두명 또는 애기키우는 정도만 추천.
볼보 V40 크로스컨트리,D3,10,10,8,9,10,10,"18년도 단종되었으나, 부품 수급 문제없고. 단종시에 최대 800만원 할인 프로모션으로 중고차 가격도 나쁘지 않음. 뒷자석이 다소 좁게 느껴지지만, 유아동반용이나 세컨카로서는 문제가 없음."
볼보 V40 크로스컨트리,D3,10,10,8,10,10,10,"가성비 최고.. 안정성은 두말하면 입아프고, 연비가 OOO임. 3년째 타고 있는 중인데 매년 시내+고속도로 평균 17이상 유지 중임"
볼보 V40 크로스컨트리,D3,10,9,10,10,10,10,타봐야 인정할듯안타보고 중국차니 뭐니 논하지 마시길~~~ 이상입니다~~~~~
볼보 V40,D3,10,8,10,10,10,7,그냥 내차라서 좋아요 이것저것 알아보고 몇달 고민해서 산 차... 에이스도 꼼꼼히 잘해주고 수원살아서 가까워서 편험
볼보 V40,D3,10,10,10,10,10,10,연비 좋고 튼튼하고 잔고장 한번 없이 무사히 25만키로를 타고 있습니다.
볼보 V40,D3,10,10,10,10,10,10,인생차라고 생각합니다. 요즘은 볼보가 많아졌지만 2016년도만해도 흔치 않았거든요. 갓성비라고 부르기도 아까운 차예요. 다음 차도 볼보로 바꾸려고요!
볼보 V40,D3,10,9,10,10,10,10,"연애할때 구매해서 정말 금액을 떠나 주행성능과 안전.하드한 드라이브를 즐긴다면 추천할수 있는차 !순간 가속은 느리지만 지속적인 가속력, 급커브에 핸들링이 아주 우수합니다."
볼보 V40,D3,10,10,10,10,10,10,5년째 타고 있지만 아주 만족합니다직업상 외근이 많은데 연비도 좋고 크기도 아주 크지도 아주 작지도 않아서 어느 건물이든 주차하기도 편리하고 좋습니다
볼보 V40,D3,10,10,10,10,10,10,아이없는 부부가 타기에는 완벽한차같아요 연비너무좋고 안전하고 서울에서는 연비 체감이 어떨지 모르겠지만 고속도로 자주다니면 진짜 연비끝장입니다
볼보 V40,D3,10,10,10,10,10,10,디자인 연비 하차감 모든걸 고려한 최고의 차정말 만족하고 잘 타고 있습니다
볼보 V40,D3,8,10,10,9,10,7,전체 적으로 좋습니다
볼보 V40,D3,10,10,10,10,10,10,연비좋고 이쁨 다만 내부디자인 이좀별로임 타면서느낀점은 일단 안전하고 너무좋음
볼보 V40,D3,10,10,8,10,10,10,정말 좋은 차입니다 대형을 선호하시는 분들은 별로겠지만 소형해치백을 선호하시는 분들이라면 최고의 해치백입니다
볼보 V90 크로스컨트리,B5 AWD,10,10,9,10,10,6,주행성능 괜찮음 벤츠와 비엠의 중간의 승차감 가격은 굉장히 합리적임 품질 좋음 이것들은 스웨덴 생산임 엔진 2.0으로 볼보 전차종 다들어가서 굉장히 치밀하게 만듦 내구성 좋음 이래저래 살펴봐도 굉장히 마음에듦 타봐야 알 수 있음 웨건의 무덤이라는 우리나라에서 솔직히 웨건이 이정도 디자인이면 굉장히 선방임 애기둘 짐 트렁크에 다 때려넣어도 문제 없음 유모차가 아무리크더라도 폴딩하면 다들어감 연비 2.0이지만 고급유 먹이는데 대충 9키로 9.5키로 보면 됨 고속도로 12.9 시내 7키로 정도 생각하면 됨 그리고 잘들으셈 볼보는 친구들 사이에서도 그거 왜샀냐 소리 안들음 안전의 대명사라는 수식어가 대가리에 박혀있어서 그돈씨 소리가 잘 안나오는 차임 수입차지만 수리비용 그렇게 안듦 대신 가솔린을 타셈 디젤은 비쌈 엔진오일은 사설에서 갈고 큼직한것들은 정식 서비스 센터 가서 갈아도 부담이 없음 추천함.
볼보 V90 크로스컨트리,B5 AWD,10,10,10,10,10,10,깔수있는게 많지만 나에겐 완젹한 차.생각보다 광활한 차는 아니지망 실용성이 좋고. 특히 외관이 멋스럽다. 저속에서는 약간 울컥거린다. 고속으로 가면 정말 정숙하고 좋다.
볼보 V90 크로스컨트리,B5 AWD,10,10,8,10,10,6,패밀리카로서 갖춰야 할 거의 모든걸 갖추고 있으면서도 주행 안정성이나 정숙성 또한 훌륭한 명차 입니다. 단 트렁크 안쪽이 뒷자석 등받이때문에 수직이 아니다보니 공간이 보기보다 넓진 않고 연비도 시내주행 위주로 하면 리터당 10km 넘기기가 쉽지 않네요
볼보 V90 크로스컨트리,B5 AWD,10,10,10,10,10,9,디자인 굿 성능굿 거주성굿 품질굿입니다 섭.와 세단의 장점을 모두 가진 완벽한차에요^^
볼보 V90 크로스컨트리,B5 AWD,8,8,10,10,10,6,차크기에 비해 무난한 연비와 성능을 보여줍니다.다만 저속에서 정차시 울컥거림은 이정도 급에서 볼수없는 승차감입니다. 실외 실내 디자인은 질리지 않고 좋으나 웨건이라 트렁크는 길지만 높이는 작은게 은근 단점으로 다가옵니다.
볼보 V90 크로스컨트리,B5 AWD,10,7,10,10,10,8,더 좋은차가 필요가 없겠어요. 나중에 전기차 가야지 생각하고 있었는데 그냥 이걸로 끝해도 될것 같습니다.
볼보 V90 크로스컨트리,B5 AWD,10,10,10,10,10,9,패밀리카 끝판인거 같아요. 각차종의 장점만 취합해서 만들어낸 차 같습니다. 아주 만족합니다.
볼보 V90 크로스컨트리,B5 AWD,10,10,10,9,8,6,올라운더 차량차량이 길어서 짐 싣기 용이하고 차박이든 차크닉이든 어디든가기 편리 바닥이 높아서 험로주행가능
볼보 V90 크로스컨트리,B5 AWD,9,10,10,9,10,9,생각보다 연비 좋음. 주행보조시스템 살짝 아쉽. 공간 훌륭. 음성인식 너무 좋음. 사운드 안 꿀림. 회생제동 살짝 어색.
볼보 V90 크로스컨트리,B5 AWD,10,10,10,10,10,10,최고의 패밀리카입니다!저보다도 와이프와 아이가 더 좋아하네요 ㅎ 감성적인 부분 뿐 아니라 실용성도 대만족입니다
볼보 S80,종합,10,2,10,10,10,10,연비 100키로 정속 주행시 21키로연비 좋고 고장없음 호환품이 많아 돈이 절약됨
볼보 S80,종합,10,10,8,9,8,10,주행안전성은 최고라고 생각됩니다연비 17Km/L 이정도면 경제성탁월 하다고 느껴짐
볼보 S80,종합,10,10,10,10,10,10,"안전하다 말로만 볼보 볼보 하지만, 주행시 탱크 같은 느낌은 실오너 아니면 절대 알수가 없습니다. 묵직하고 든든한 느낌에 비해 연비도 그리 나쁘지 않고요"
볼보 S80,종합,8,9,10,10,5,5,고장없고 오래탈만한 차인듯 합니다 16년 동안 정비 부품비 국산차 보다 적게든 듯 합니다 스웨든 정품 ..............
볼보 S80,종합,10,10,10,9,9,10,시내주행 연비는 큰기대는 못하지만 고속주행 연비는 정말 좋습니다.. 볼보차만 벌써 3대째지만 S80 d4만큼 연비좋은 차는 없네요.. 디지인은 워낙 올드해서 이제는 클랙식카 타는 느낌입니다..주행안전성 좋고 어딥티드 크루즈는 고속도로 운전 아직도 편안합니다..
볼보 S80,종합,8,10,8,7,8,8,"유지 비용이 좀 비싸고, 앞바퀴휠 청소가 어렵고 서비스센타가 적어서 불편함."
볼보 S80,종합,10,10,10,10,6,10,가성비 최고 입니다. 디젤 정속 주행 시 연비 20km/h 나옵니다. ^^
볼보 S80,종합,10,10,9,10,9,9,전체적으로 특출난 것도 없지만 반면 뭐 하나 빠지지 않은 팔방미인으로 스웨덴의 가혹한 환경에서 태어난 차인만큼 안전성과 내구성이 돋보이는 변하지 않는 믿음직한 친구같은 차입니다.
볼보 S80,종합,8,8,8,8,8,8,국산차보다 저렴한 가격에 몇 배 높은 품질의 가성비 최고의 차.현기차에 목숨 걸지말고 볼보 사세요.
볼보 S80,종합,10,9,10,10,5,6,3.2 가솔린 모델 힘이 굉장히 좋고 투박한 디자인이 꼭 탱크 모는 느낌입니다. 뒤에서 받아도 안죽을 것같은 갑옷 입은 듯한 안정감
볼보 S80,D4,10,10,8,9,8,10,주행안전성은 최고라고 생각됩니다연비 17Km/L 이정도면 경제성탁월 하다고 느껴짐
볼보 S80,D4,10,10,10,9,9,10,시내주행 연비는 큰기대는 못하지만 고속주행 연비는 정말 좋습니다.. 볼보차만 벌써 3대째지만 S80 d4만큼 연비좋은 차는 없네요.. 디지인은 워낙 올드해서 이제는 클랙식카 타는 느낌입니다..주행안전성 좋고 어딥티드 크루즈는 고속도로 운전 아직도 편안합니다..
볼보 S80,D4,5,5,5,4,3,3,"단거리 위주로 주행하다보니 적합하지 않네요.휘발유차로 구매하였으면하고 후회,"
볼보 S80,D4,10,8,10,10,10,10,"만족합니다. 클래식한 디자인, 연비, 내구성, 트렁크, 기능, 안전성 등 모든게 만족스럽습니다. 다음차도 볼보로~"
볼보 S80,D4,8,10,8,10,8,10,가격대비 품질좋습니다 연비 정말좋구요 잔고장 없네요 ~~ 지금까지 엔진오일 미션오일만 교체하며 내구성 좋아 만족합니다
볼보 S80,D4,10,9,10,10,10,8,잔고장 없이 오일류 주기적으로 관리하며 잘 타고 있습니다.출력좋고 승차감도 시트도 편안하고 디자인도 유행타지 않고 무난합니다
볼보 S80,D4,10,10,6,10,8,10,"장점~잔고장이 거의 없으며, 성능좋고 연비도 우수함. 대부분의 운전자보조장치(ADAS)가 채택되어 있음단점~구 모델이다보니 거주성과 네비 화면이 작음"
